result,sampleDotCode,unitName,sampleTime,resultName,deviceName
10.83,ST010119,"<p>%(v/v)</p>
",2025-11-27 16:00:00,丙烷,延炼12万吨/年乙苯/苯乙烯装置
42.28,ST010119,"<p>%(v/v)</p>
",2025-11-27 16:00:00,丙烯,延炼12万吨/年乙苯/苯乙烯装置
0.62,ST010119,"<p>%(v/v)</p>
",2025-11-27 16:00:00,乙烯,延炼12万吨/年乙苯/苯乙烯装置
36.72,ST010119,"<p>%(v/v)</p>
",2025-11-27 16:00:00,碳四(合计),延炼12万吨/年乙苯/苯乙烯装置
2.26,ST010119,"<p>%(v/v)</p>
",2025-11-27 16:00:00,异戊烷,延炼12万吨/年乙苯/苯乙烯装置
0.07,ST010119,"<p>%(v/v)</p>
",2025-11-27 16:00:00,正戊烷,延炼12万吨/年乙苯/苯乙烯装置
5.66,ST010119,"<p>%(v/v)</p>
",2025-11-27 16:00:00,乙烷,延炼12万吨/年乙苯/苯乙烯装置
2.33,ST010119,"<p>%(v/v)</p>
",2025-11-27 16:00:00,碳五(合计),延炼12万吨/年乙苯/苯乙烯装置
0.38,ST010119,"<p>%(v/v)</p>
",2025-12-04 16:00:00,氧气,延炼12万吨/年乙苯/苯乙烯装置
2.06,ST010119,"<p>%(v/v)</p>
",2025-12-04 16:00:00,氮气,延炼12万吨/年乙苯/苯乙烯装置
